id,cost,talktime,validity,short description,long description
18796,9,,1 day,Recharge of Rs. 9 by Vodafone,35 MB 3G/4G Data
18797,17,,1 hour,Recharge of Rs. 17 by Vodafone,Unlimited 3G/4G Data
18798,29,,1 Night,Recharge of Rs. 29 by Vodafone,Unlimited 3G/4G Night data (1am to 6am) 
18799,49,,7 days,Recharge of Rs. 49 by Vodafone,200 MB FREE 3G/4G Data 
18800,102,,28 days,Recharge of Rs. 102 by Vodafone,300 MB 3G/4G Data
18801,129,,7 days,Recharge of Rs. 129 by Vodafone,1 GB 3G/4G Data (12am-6am)
18802,147,,28 days,Recharge of Rs. 147 by Vodafone,500MB 3G/4G 
18803,177,,28 days,Recharge of Rs. 177 by Vodafone,1GB 4G/3G Data 
18804,185,,28 days,Recharge of Rs. 185 by Vodafone,400 MB 3G/4G internet day & night + 400 MB night (12AM-6 AM)
18805,251,,28 days,Recharge of Rs. 251 by Vodafone,2GB 4G/3G Data 
18806,297,,28 days,Recharge of Rs. 297 by Vodafone,"Upto 10 GB 3G/4G Data, minimum assured benefit is 1.25 GB Data"
18807,346,,27 days,Recharge of Rs. 346 by Vodafone,1 GB/Day 4G/3G Data -- Unlimited ALL Mobile & Landline Calls. Limited Period Offer for ALL Handsets
18808,351,,28 days,Recharge of Rs. 351 by Vodafone,3GB 4G/3G Data 
18809,449,,28 days,Recharge of Rs. 449 by Vodafone,4 GB 4G/3G Data 
18810,498,,28 days,Recharge of Rs. 498 by Vodafone,"2 GB 4G/3G Data -- Subsequently, recharge with Rs 119 and get 1GB 4G/3G(4 weeks) for 6 months"
18811,527,,28 days,Recharge of Rs. 527 by Vodafone,2GB 4G/3G -- 700 V2V mins
18812,545,,28 days,Recharge of Rs. 545 by Vodafone,2 GB 3G/4G internet day and night + 2GB night (12AM-6 AM)
18813,648,,28 days,Recharge of Rs. 648 by Vodafone,Unlimited 3G/4G Data ( Post 3GB 3G/4G speed will reduce to 64kbps) 
18814,655,,28 days,Recharge of Rs. 655 by Vodafone,6.5 GB 4G/3G Data
18815,749,,28 days,Recharge of Rs. 749 by Vodafone,"3 GB 4G/3G Data -- Subsequently, recharge with Rs 97 and get 1GB 4G/3G(4 weeks) for 6 months"
18816,848,,28 days,Recharge of Rs. 848 by Vodafone,Unlimited 3G/4G Data ( Post 5GB speed will reduce to 64kbps)
18817,855,,28 days,Recharge of Rs. 855 by Vodafone,7 GB 3G/4G Data
18818,948,,28 days,Recharge of Rs. 948 by Vodafone,Unlimited 3G/4G Data ( Post 6GB speed will reduce to 64kbps)
18819,955,,28 days,Recharge of Rs. 955 by Vodafone,11 GB 4G/3G Data 
18820,1248,,28 days,Recharge of Rs. 1248 by Vodafone,Unlimited 3G/4G Data ( Post 8GB speed will reduce to 64kbps) 
18821,1255,,28 days,Recharge of Rs. 1255 by Vodafone,12 GB 3G/4G Data
18822,1495,,28 days,Recharge of Rs. 1495 by Vodafone,15 GB 3G/4G Data
18823,1501,,28 days,Recharge of Rs. 1501 by Vodafone,"15 GB 4G/3G Data -- Subsequently, recharge with Rs53-1GB(4wks) or Rs104-2GB(4wks) or Rs255-5GB(4 wks) for 12 months"
18824,1548,,28 days,Recharge of Rs. 1548 by Vodafone,Unlimited 3G/4G Data ( Post 12GB speed will reduce to 64kbps) 
18825,1995,,28 days,Recharge of Rs. 1995 by Vodafone,20 GB 3G/4G Data 
18826,47,,7 days,Recharge of Rs. 47 by Vodafone,"Unlimited local + std V2V calls -- 250 MB 3G/4G Data (4G Handset), 50 MB for Other Handset"
18827,146,,28 days,Recharge of Rs. 146 by Vodafone,Unlimited Loc+STD V2V mobile calls -- 50MB for 28 daysFor 4G Handsets total data allowance will be 300MB 3G4G
18828,599,,30 days,Recharge of Rs. 599 by Vodafone,Unlimited V2V Local Calls + 1 GB 3G/4G Data
18829,899,,30 days,Recharge of Rs. 899 by Vodafone,Unlimited All Local mobile calls + 1 GB 3G/4G Data
